account_id,queue,status,month
83620,INSOLVENCY,INSP,2025-06-01
49171,TRACE,GONEAWAY,2025-06-01
60663,OTHER,ARCHIVED,2025-06-01
46545,OTHER,ARCHIVED,2025-06-01
48786,OTHER,ARCHIVED,2025-06-01
94638,INSOLVENCY,INS4,2025-06-01
98298,TRACE,GONEAWAY,2025-06-01
86556,COLLECTIONS,PRIME_D,2025-06-01
90725,TRACE,GONEAWAY,2025-06-01
14117,SETTLED,SETTLED,2025-06-01
63099,SETTLED,SETTLED,2025-06-01
82095,PAYING,PAY CURR,2025-06-01
84455,INSOLVENCY,INS2,2025-06-01
73556,OTHER,ARCHIVED,2025-06-01
53131,SETTLED,SETTLED,2025-06-01
23982,PAYING,PAY CURR,2025-06-01
48880,TRACE,GONEAWAY,2025-06-01
82007,PAYING,PAY CURR,2025-06-01
14006,INSOLVENCY,INS1,2025-06-01
26168,PAYING,PAY PROP,2025-06-01
33783,LEGAL,LEG_TIT,2025-06-01
35401,OTHER,ARCHIVED,2025-06-01
26696,LEGAL,LEG VERIF 2,2025-06-01
20307,OTHER,ARCHIVED,2025-06-01
80451,COLLECTIONS,PRIME,2025-06-01
85241,TRACE,GONEAWAY,2025-06-01
95997,TRACE,GONEAWAY,2025-06-01
94928,COLLECTIONS,PRIME_D,2025-06-01
29210,INSOLVENCY,INS2,2025-06-01
58244,TRACE,GONEAWAY,2025-06-01
70180,SETTLED,SETTLED,2025-06-01
78633,INSOLVENCY,INS2,2025-06-01
86015,LEGAL,LEG VERIF 1,2025-06-01
91402,COLLECTIONS,CANCEL4,2025-06-01
59399,COLLECTIONS,TELSOLUTIONS1,2025-06-01
31933,LEGAL,LEG_NOT,2025-06-01
45548,SETTLED,SETTLED,2025-06-01
27497,LEGAL,LEG VERIF 1,2025-06-01
86646,TRACE,GONEAWAY,2025-06-01
21399,LEGAL,LEG VERIF 1,2025-06-01
95599,COLLECTIONS,PRIME,2025-06-01
37781,OTHER,ARCHIVED,2025-06-01
26514,LEGAL,HOLD FO,2025-06-01
11352,INSOLVENCY,INS1,2025-06-01
44060,INSOLVENCY,INS1,2025-06-01
29623,PAYING,PAY PROP,2025-06-01
19413,TRACE,GONEAWAY,2025-06-01
95232,COLLECTIONS,CANCEL2,2025-06-01
38621,TRACE,GONEAWAY,2025-06-01
92669,OTHER,ARCHIVED,2025-06-01
13416,COLLECTIONS,CASSIST2,2025-06-01
32283,INSOLVENCY,INSP,2025-06-01
88716,SETTLED,SETTLED,2025-06-01
84845,LEGAL,LEG VERIF 2,2025-06-01
47984,TRACE,GONEAWAY,2025-06-01
82269,COLLECTIONS,PRIME,2025-06-01
60048,OTHER,ARCHIVED,2025-06-01
65773,COLLECTIONS,PRIME,2025-06-01
29600,PAYING,PAY PROP,2025-06-01
80893,TRACE,GONEAWAY,2025-06-01
34083,LEGAL,HOLD FO,2025-06-01
51089,LEGAL,HOLD FO,2025-06-01
74104,TRACE,GONEAWAY,2025-06-01
35861,INSOLVENCY,INSP,2025-06-01
69313,SETTLED,SETTLED,2025-06-01
72758,INSOLVENCY,INSP,2025-06-01
78987,SETTLED,SETTLED,2025-06-01
95948,COLLECTIONS,PRIME_D,2025-06-01
97132,LEGAL,LEG_TIT,2025-06-01
82735,TRACE,GONEAWAY,2025-06-01
87394,OTHER,ARCHIVED,2025-06-01
62377,INSOLVENCY,INS1,2025-06-01
66755,TRACE,GONEAWAY,2025-06-01
68436,OTHER,ARCHIVED,2025-06-01
45571,LEGAL,HOLD FO,2025-06-01
91331,SETTLED,SETTLED,2025-06-01
85557,OTHER,ARCHIVED,2025-06-01
12247,PAYING,PAY CURR,2025-06-01
29593,COLLECTIONS,CASSIST2,2025-06-01
48354,INSOLVENCY,INS3,2025-06-01
30531,SETTLED,SETTLED,2025-06-01
58120,COLLECTIONS,PAY OVER,2025-06-01
67687,COLLECTIONS,CANCEL4,2025-06-01
98909,INSOLVENCY,INS2,2025-06-01
20457,INSOLVENCY,INS4,2025-06-01
91537,INSOLVENCY,INS3,2025-06-01
37924,LEGAL,HOLD FO,2025-06-01
39116,COLLECTIONS,PAY OVER,2025-06-01
90213,LEGAL,HOLD FO,2025-06-01
40079,INSOLVENCY,INS3,2025-06-01
63223,COLLECTIONS,CANCEL2,2025-06-01
89178,OTHER,ARCHIVED,2025-06-01
60199,INSOLVENCY,INS1,2025-06-01
65156,INSOLVENCY,INSP,2025-06-01
58473,TRACE,GONEAWAY,2025-06-01
35919,LEGAL,HOLD FO,2025-06-01
19086,INSOLVENCY,INS2,2025-06-01
51216,TRACE,GONEAWAY,2025-06-01
17320,SETTLED,SETTLED,2025-06-01
94606,COLLECTIONS,CANCEL2,2025-06-01
87459,COLLECTIONS,CANCEL2,2025-06-01
52017,PAYING,PAY PROP,2025-06-01
16913,LEGAL,HOLD FO,2025-06-01
96425,COLLECTIONS,TELSOLUTIONS4,2025-06-01
39453,TRACE,GONEAWAY,2025-06-01
62495,SETTLED,SETTLED,2025-06-01
78416,TRACE,GONEAWAY,2025-06-01
21418,PAYING,PAY CURR,2025-06-01
50515,SETTLED,SETTLED,2025-06-01
60947,SETTLED,SETTLED,2025-06-01
36810,TRACE,GONEAWAY,2025-06-01
61708,SETTLED,SETTLED,2025-06-01
65428,TRACE,GONEAWAY,2025-06-01
25073,LEGAL,LEG_TIT,2025-06-01
63285,TRACE,GONEAWAY,2025-06-01
40856,LEGAL,LEG VERIF 2,2025-06-01
13356,LEGAL,LEG VERIF 1,2025-06-01
86543,LEGAL,LEG VERIF 1,2025-06-01
96035,PAYING,PAY CURR,2025-06-01
32687,COLLECTIONS,TELSOLUTIONS1,2025-06-01
62836,TRACE,GONEAWAY,2025-06-01
43403,OTHER,ARCHIVED,2025-06-01
82324,PAYING,PAY PROP,2025-06-01
23780,TRACE,GONEAWAY,2025-06-01
83051,SETTLED,SETTLED,2025-06-01
92829,OTHER,ARCHIVED,2025-06-01
85466,SETTLED,SETTLED,2025-06-01
66158,OTHER,ARCHIVED,2025-06-01
30943,OTHER,ARCHIVED,2025-06-01
52055,INSOLVENCY,INS3,2025-06-01
11336,SETTLED,SETTLED,2025-06-01
66787,OTHER,ARCHIVED,2025-06-01
92255,INSOLVENCY,INS4,2025-06-01
77513,LEGAL,LEG_NOT,2025-06-01
42371,SETTLED,SETTLED,2025-06-01
10180,OTHER,ARCHIVED,2025-06-01
94193,INSOLVENCY,INS1,2025-06-01
33376,OTHER,ARCHIVED,2025-06-01
47532,COLLECTIONS,PAY OVER,2025-06-01
44289,OTHER,ARCHIVED,2025-06-01
17346,COLLECTIONS,TELSOLUTIONS1,2025-06-01
36459,PAYING,PAY CURR,2025-06-01
57819,LEGAL,LEG_TIT,2025-06-01
40987,SETTLED,SETTLED,2025-06-01
26066,OTHER,ARCHIVED,2025-06-01
63368,LEGAL,HOLD FO,2025-06-01
31463,OTHER,ARCHIVED,2025-06-01
69833,INSOLVENCY,INS1,2025-06-01
62595,OTHER,ARCHIVED,2025-06-01
73634,PAYING,PAY PROP,2025-06-01
82487,TRACE,GONEAWAY,2025-06-01
34002,LEGAL,LEG VERIF 1,2025-06-01
86494,LEGAL,LEG_NOT,2025-06-01
46369,PAYING,PAY PROP,2025-06-01
30817,PAYING,PAY CURR,2025-06-01
54765,TRACE,GONEAWAY,2025-06-01
42747,INSOLVENCY,INSP,2025-06-01
54885,PAYING,PAY PROP,2025-06-01
17948,COLLECTIONS,CANCEL2,2025-06-01
79212,COLLECTIONS,PRIME,2025-06-01
54549,LEGAL,HOLD FO,2025-06-01
47801,LEGAL,LEG_TIT,2025-06-01
73332,OTHER,ARCHIVED,2025-06-01
89946,LEGAL,LEG VERIF 1,2025-06-01
33687,LEGAL,HOLD FO,2025-06-01
41979,PAYING,PAY PROP,2025-06-01
15680,INSOLVENCY,INS2,2025-06-01
55558,COLLECTIONS,PAY OVER,2025-06-01
30746,COLLECTIONS,CANCEL4,2025-06-01
89082,TRACE,GONEAWAY,2025-06-01
37744,TRACE,GONEAWAY,2025-06-01
46588,PAYING,PAY CURR,2025-06-01
14184,TRACE,GONEAWAY,2025-06-01
91173,OTHER,ARCHIVED,2025-06-01
74228,LEGAL,LEG VERIF 1,2025-06-01
86347,PAYING,PAY PROP,2025-06-01
16198,TRACE,GONEAWAY,2025-06-01
97989,PAYING,PAY PROP,2025-06-01
13484,COLLECTIONS,PRIME,2025-06-01
81469,COLLECTIONS,PRIME_D,2025-06-01
48606,LEGAL,LEG VERIF 1,2025-06-01
57791,INSOLVENCY,INS1,2025-06-01
89637,COLLECTIONS,PRIME,2025-06-01
58064,TRACE,GONEAWAY,2025-06-01
55030,TRACE,GONEAWAY,2025-06-01
87921,COLLECTIONS,TELSOLUTIONS1,2025-06-01
83785,SETTLED,SETTLED,2025-06-01
57726,COLLECTIONS,CANCEL4,2025-06-01
90540,PAYING,PAY PROP,2025-06-01
54123,SETTLED,SETTLED,2025-06-01
10585,TRACE,GONEAWAY,2025-06-01
84118,COLLECTIONS,PRIME_D,2025-06-01
73980,SETTLED,SETTLED,2025-06-01
77356,LEGAL,LEG_NOT,2025-06-01
59502,SETTLED,SETTLED,2025-06-01
27482,COLLECTIONS,CANCEL4,2025-06-01
71242,LEGAL,LEG VERIF 1,2025-06-01
25633,COLLECTIONS,CANCEL4,2025-06-01
77426,TRACE,GONEAWAY,2025-06-01
51246,TRACE,GONEAWAY,2025-06-01
17670,OTHER,ARCHIVED,2025-06-01
17232,TRACE,GONEAWAY,2025-06-01
52436,PAYING,PAY PROP,2025-06-01
10869,SETTLED,SETTLED,2025-06-01
37798,PAYING,PAY PROP,2025-06-01
93890,SETTLED,SETTLED,2025-06-01
17993,INSOLVENCY,INS2,2025-06-01
77013,INSOLVENCY,INS4,2025-06-01
26742,SETTLED,SETTLED,2025-06-01
42252,TRACE,GONEAWAY,2025-06-01
79279,TRACE,GONEAWAY,2025-06-01
32552,OTHER,ARCHIVED,2025-06-01
72838,PAYING,PAY CURR,2025-06-01
67396,PAYING,PAY CURR,2025-06-01
59639,SETTLED,SETTLED,2025-06-01
97730,TRACE,GONEAWAY,2025-06-01
36313,INSOLVENCY,INS4,2025-06-01
88333,SETTLED,SETTLED,2025-06-01
81675,LEGAL,LEG_TIT,2025-06-01
34650,LEGAL,HOLD FO,2025-06-01
26232,OTHER,ARCHIVED,2025-06-01
98849,LEGAL,HOLD FO,2025-06-01
88213,LEGAL,LEG_NOT,2025-06-01
40733,INSOLVENCY,INS3,2025-06-01
59791,SETTLED,SETTLED,2025-06-01
34177,COLLECTIONS,TELSOLUTIONS4,2025-06-01
85043,LEGAL,LEG VERIF 1,2025-06-01
10388,PAYING,PAY CURR,2025-06-01
26096,INSOLVENCY,INS2,2025-06-01
99999,LEGAL,LEG_NOT,2025-06-01
26686,LEGAL,HOLD FO,2025-07-01
48388,OTHER,ARCHIVED,2025-07-01
81634,OTHER,ARCHIVED,2025-07-01
39776,TRACE,GONEAWAY,2025-07-01
70437,COLLECTIONS,CASSIST2,2025-07-01
25635,LEGAL,LEG_NOT,2025-07-01
72278,LEGAL,LEG_NOT,2025-07-01
43314,LEGAL,LEG_NOT,2025-07-01
77262,OTHER,ARCHIVED,2025-07-01
68484,LEGAL,LEG_NOT,2025-07-01
54341,OTHER,ARCHIVED,2025-07-01
25733,LEGAL,LEG_NOT,2025-07-01
83776,TRACE,GONEAWAY,2025-07-01
10506,INSOLVENCY,INS3,2025-07-01
54275,SETTLED,SETTLED,2025-07-01
78353,LEGAL,LEG VERIF 1,2025-07-01
91558,OTHER,ARCHIVED,2025-07-01
85922,PAYING,PAY CURR,2025-07-01
44476,PAYING,PAY CURR,2025-07-01
15757,TRACE,GONEAWAY,2025-07-01
55044,TRACE,GONEAWAY,2025-07-01
26918,COLLECTIONS,TELSOLUTIONS1,2025-07-01
11916,OTHER,ARCHIVED,2025-07-01
91710,OTHER,ARCHIVED,2025-07-01
15004,OTHER,ARCHIVED,2025-07-01
40659,PAYING,PAY PROP,2025-07-01
98254,COLLECTIONS,CANCEL4,2025-07-01
43882,SETTLED,SETTLED,2025-07-01
54718,PAYING,PAY PROP,2025-07-01
61582,TRACE,GONEAWAY,2025-07-01
60011,PAYING,PAY PROP,2025-07-01
94400,SETTLED,SETTLED,2025-07-01
92221,PAYING,PAY CURR,2025-07-01
46992,OTHER,ARCHIVED,2025-07-01
91142,OTHER,ARCHIVED,2025-07-01
46155,INSOLVENCY,INS1,2025-07-01
88654,OTHER,ARCHIVED,2025-07-01
19372,LEGAL,LEG VERIF 1,2025-07-01
58984,PAYING,PAY CURR,2025-07-01
49823,COLLECTIONS,PAY OVER,2025-07-01
54296,PAYING,PAY PROP,2025-07-01
44286,LEGAL,HOLD FO,2025-07-01
11449,SETTLED,SETTLED,2025-07-01
33347,INSOLVENCY,INS1,2025-07-01
19523,TRACE,GONEAWAY,2025-07-01
44502,SETTLED,SETTLED,2025-07-01
89313,SETTLED,SETTLED,2025-07-01
19675,OTHER,ARCHIVED,2025-07-01
83943,COLLECTIONS,PAY OVER,2025-07-01
68861,PAYING,PAY CURR,2025-07-01
53017,LEGAL,LEG VERIF 2,2025-07-01
55992,COLLECTIONS,TELSOLUTIONS4,2025-07-01
53016,SETTLED,SETTLED,2025-07-01
10474,PAYING,PAY PROP,2025-07-01
95274,TRACE,GONEAWAY,2025-07-01
47933,TRACE,GONEAWAY,2025-07-01
19099,SETTLED,SETTLED,2025-07-01
39629,SETTLED,SETTLED,2025-07-01
28442,OTHER,ARCHIVED,2025-07-01
95324,TRACE,GONEAWAY,2025-07-01
98172,TRACE,GONEAWAY,2025-07-01
27789,PAYING,PAY CURR,2025-07-01
59344,COLLECTIONS,PRIME,2025-07-01
31233,INSOLVENCY,INS1,2025-07-01
42494,OTHER,ARCHIVED,2025-07-01
93257,LEGAL,LEG VERIF 1,2025-07-01
28382,SETTLED,SETTLED,2025-07-01
91658,LEGAL,LEG_TIT,2025-07-01
69791,COLLECTIONS,PRIME,2025-07-01
41546,OTHER,ARCHIVED,2025-07-01
65559,PAYING,PAY PROP,2025-07-01
13787,COLLECTIONS,PRIME_D,2025-07-01
83652,INSOLVENCY,INS4,2025-07-01
71125,COLLECTIONS,CANCEL2,2025-07-01
35227,COLLECTIONS,PAY OVER,2025-07-01
17413,TRACE,GONEAWAY,2025-07-01
38921,TRACE,GONEAWAY,2025-07-01
95230,COLLECTIONS,TELSOLUTIONS4,2025-07-01
13861,PAYING,PAY CURR,2025-07-01
21707,OTHER,ARCHIVED,2025-07-01
13206,OTHER,ARCHIVED,2025-07-01
15248,LEGAL,HOLD FO,2025-07-01
95291,OTHER,ARCHIVED,2025-07-01
84640,INSOLVENCY,INS4,2025-07-01
95157,COLLECTIONS,CASSIST2,2025-07-01
79792,PAYING,PAY CURR,2025-07-01
98794,LEGAL,LEG_NOT,2025-07-01
90869,PAYING,PAY PROP,2025-07-01
39313,LEGAL,LEG VERIF 2,2025-07-01
21453,INSOLVENCY,INS1,2025-07-01
60001,PAYING,PAY PROP,2025-07-01
77917,PAYING,PAY PROP,2025-07-01
63848,LEGAL,LEG VERIF 1,2025-07-01
55047,INSOLVENCY,INS3,2025-07-01
58434,PAYING,PAY CURR,2025-07-01
99694,SETTLED,SETTLED,2025-07-01
77521,SETTLED,SETTLED,2025-07-01
42247,TRACE,GONEAWAY,2025-07-01
50973,SETTLED,SETTLED,2025-07-01
91099,INSOLVENCY,INSP,2025-07-01
61934,SETTLED,SETTLED,2025-07-01
16077,PAYING,PAY CURR,2025-07-01
46986,LEGAL,LEG_NOT,2025-07-01
57074,COLLECTIONS,CANCEL2,2025-07-01
66138,COLLECTIONS,PRIME_D,2025-07-01
13883,PAYING,PAY PROP,2025-07-01
62345,TRACE,GONEAWAY,2025-07-01
94956,SETTLED,SETTLED,2025-07-01
29836,SETTLED,SETTLED,2025-07-01
13057,INSOLVENCY,INS2,2025-07-01
18486,COLLECTIONS,TELSOLUTIONS4,2025-07-01
13664,COLLECTIONS,CANCEL4,2025-07-01
63538,COLLECTIONS,PRIME,2025-07-01
34223,INSOLVENCY,INS3,2025-07-01
39966,SETTLED,SETTLED,2025-07-01
46662,OTHER,ARCHIVED,2025-07-01
14671,SETTLED,SETTLED,2025-07-01
32998,LEGAL,LEG VERIF 2,2025-07-01
91678,PAYING,PAY CURR,2025-07-01
94751,COLLECTIONS,TELSOLUTIONS1,2025-07-01
39643,OTHER,ARCHIVED,2025-07-01
97918,SETTLED,SETTLED,2025-07-01
33057,COLLECTIONS,PRIME_D,2025-07-01
14567,COLLECTIONS,TELSOLUTIONS4,2025-07-01
25726,SETTLED,SETTLED,2025-07-01
74670,COLLECTIONS,PAY OVER,2025-07-01
11254,INSOLVENCY,INS4,2025-07-01
18838,COLLECTIONS,TELSOLUTIONS1,2025-07-01
93774,OTHER,ARCHIVED,2025-07-01
64136,TRACE,GONEAWAY,2025-07-01
70219,PAYING,PAY CURR,2025-07-01
45153,OTHER,ARCHIVED,2025-07-01
85441,INSOLVENCY,INS4,2025-07-01
21489,LEGAL,LEG_TIT,2025-07-01
94714,TRACE,GONEAWAY,2025-07-01
72340,PAYING,PAY CURR,2025-07-01
59940,LEGAL,LEG_TIT,2025-07-01
66216,OTHER,ARCHIVED,2025-07-01
60840,COLLECTIONS,CANCEL4,2025-07-01
75723,INSOLVENCY,INS2,2025-07-01
40540,TRACE,GONEAWAY,2025-07-01
52087,PAYING,PAY CURR,2025-07-01
73732,PAYING,PAY CURR,2025-07-01
47543,OTHER,ARCHIVED,2025-07-01
13989,PAYING,PAY CURR,2025-07-01
86013,SETTLED,SETTLED,2025-07-01
21698,INSOLVENCY,INS2,2025-07-01
57417,COLLECTIONS,TELSOLUTIONS4,2025-07-01
23382,SETTLED,SETTLED,2025-07-01
46494,OTHER,ARCHIVED,2025-07-01
70629,OTHER,ARCHIVED,2025-07-01
93496,LEGAL,LEG VERIF 2,2025-07-01
86086,INSOLVENCY,INSP,2025-07-01
17821,PAYING,PAY PROP,2025-07-01
27543,OTHER,ARCHIVED,2025-07-01
89176,OTHER,ARCHIVED,2025-07-01
13124,SETTLED,SETTLED,2025-07-01
22367,OTHER,ARCHIVED,2025-07-01
74428,LEGAL,LEG VERIF 1,2025-07-01
47450,LEGAL,LEG VERIF 2,2025-07-01
68126,OTHER,ARCHIVED,2025-07-01
37988,COLLECTIONS,TELSOLUTIONS1,2025-07-01
97661,LEGAL,LEG VERIF 2,2025-07-01
87813,LEGAL,LEG VERIF 2,2025-07-01
78078,COLLECTIONS,PRIME,2025-07-01
47103,INSOLVENCY,INS4,2025-07-01
37628,LEGAL,LEG VERIF 1,2025-07-01
31658,INSOLVENCY,INS1,2025-07-01
88060,INSOLVENCY,INS4,2025-07-01
25000,COLLECTIONS,TELSOLUTIONS1,2025-07-01
31172,TRACE,GONEAWAY,2025-07-01
64246,SETTLED,SETTLED,2025-07-01
91435,SETTLED,SETTLED,2025-07-01
21415,PAYING,PAY CURR,2025-07-01
52697,PAYING,PAY PROP,2025-07-01
75042,COLLECTIONS,PAY OVER,2025-07-01
84256,TRACE,GONEAWAY,2025-07-01
20507,LEGAL,LEG_TIT,2025-07-01
34108,OTHER,ARCHIVED,2025-07-01
45495,COLLECTIONS,PAY OVER,2025-07-01
22047,COLLECTIONS,CANCEL2,2025-07-01
91712,OTHER,ARCHIVED,2025-07-01
77145,PAYING,PAY CURR,2025-07-01
57663,SETTLED,SETTLED,2025-07-01
30496,TRACE,GONEAWAY,2025-07-01
99755,LEGAL,LEG VERIF 1,2025-07-01
67443,PAYING,PAY CURR,2025-07-01
39175,TRACE,GONEAWAY,2025-07-01
52219,COLLECTIONS,CANCEL4,2025-07-01
77395,PAYING,PAY PROP,2025-07-01
91001,PAYING,PAY PROP,2025-07-01
47857,TRACE,GONEAWAY,2025-07-01
82789,TRACE,GONEAWAY,2025-07-01
67303,PAYING,PAY CURR,2025-07-01
31527,OTHER,ARCHIVED,2025-07-01
67701,TRACE,GONEAWAY,2025-07-01
27800,PAYING,PAY PROP,2025-07-01
71914,SETTLED,SETTLED,2025-07-01
93809,PAYING,PAY PROP,2025-07-01
55200,INSOLVENCY,INS4,2025-07-01
27620,INSOLVENCY,INS2,2025-07-01
43108,OTHER,ARCHIVED,2025-07-01
79521,LEGAL,HOLD FO,2025-07-01
59505,LEGAL,LEG_TIT,2025-07-01
32832,TRACE,GONEAWAY,2025-07-01
45539,OTHER,ARCHIVED,2025-07-01
64713,OTHER,ARCHIVED,2025-07-01
35504,PAYING,PAY CURR,2025-07-01
24815,PAYING,PAY CURR,2025-07-01
19986,LEGAL,HOLD FO,2025-07-01
85173,SETTLED,SETTLED,2025-07-01
66463,SETTLED,SETTLED,2025-07-01
92889,OTHER,ARCHIVED,2025-07-01
97280,OTHER,ARCHIVED,2025-07-01
40198,OTHER,ARCHIVED,2025-07-01
71048,PAYING,PAY PROP,2025-07-01
96772,SETTLED,SETTLED,2025-07-01
62106,INSOLVENCY,INS3,2025-07-01
38899,SETTLED,SETTLED,2025-07-01
56961,PAYING,PAY PROP,2025-07-01
89612,COLLECTIONS,CANCEL2,2025-07-01
52609,SETTLED,SETTLED,2025-07-01
78528,PAYING,PAY CURR,2025-07-01
88706,LEGAL,HOLD FO,2025-07-01
28504,COLLECTIONS,TELSOLUTIONS4,2025-07-01
11356,COLLECTIONS,CANCEL2,2025-07-01
47808,OTHER,ARCHIVED,2025-07-01
14961,COLLECTIONS,PRIME_D,2025-07-01
76500,COLLECTIONS,CANCEL4,2025-07-01
66106,LEGAL,HOLD FO,2025-07-01
64070,LEGAL,LEG VERIF 1,2025-07-01
24213,PAYING,PAY PROP,2025-07-01
36291,PAYING,PAY PROP,2025-07-01
34629,INSOLVENCY,INS2,2025-07-01
41740,PAYING,PAY CURR,2025-07-01
84211,COLLECTIONS,CANCEL2,2025-07-01
61279,TRACE,GONEAWAY,2025-07-01
82526,SETTLED,SETTLED,2025-07-01
81029,TRACE,GONEAWAY,2025-07-01
16402,TRACE,GONEAWAY,2025-07-01
17880,TRACE,GONEAWAY,2025-07-01
87432,SETTLED,SETTLED,2025-07-01
55886,COLLECTIONS,CASSIST2,2025-07-01
61550,INSOLVENCY,INS2,2025-07-01
62692,PAYING,PAY CURR,2025-07-01
51596,LEGAL,HOLD FO,2025-07-01
94706,LEGAL,LEG VERIF 1,2025-07-01
58892,PAYING,PAY PROP,2025-07-01
45393,OTHER,ARCHIVED,2025-07-01
74699,COLLECTIONS,CANCEL2,2025-07-01
65864,PAYING,PAY CURR,2025-07-01
74894,COLLECTIONS,CANCEL4,2025-07-01
90467,COLLECTIONS,CASSIST2,2025-07-01
86693,OTHER,ARCHIVED,2025-07-01
67504,PAYING,PAY PROP,2025-07-01
32252,LEGAL,LEG VERIF 2,2025-07-01
16628,LEGAL,LEG_TIT,2025-07-01
31903,LEGAL,LEG VERIF 2,2025-07-01
20233,INSOLVENCY,INS3,2025-07-01
27223,COLLECTIONS,CANCEL4,2025-07-01
49999,LEGAL,LEG VERIF 1,2025-07-01
52137,COLLECTIONS,PRIME,2025-07-01
83620,SETTLED,SETTLED,2025-07-01
49171,INSOLVENCY,INS4,2025-07-01
60663,OTHER,ARCHIVED,2025-07-01
46545,COLLECTIONS,PAY OVER,2025-07-01
48786,COLLECTIONS,CANCEL4,2025-07-01
94638,OTHER,ARCHIVED,2025-07-01
98298,TRACE,GONEAWAY,2025-07-01
86556,COLLECTIONS,PRIME_D,2025-07-01
90725,TRACE,GONEAWAY,2025-07-01
14117,SETTLED,SETTLED,2025-07-01
63099,SETTLED,SETTLED,2025-07-01
82095,PAYING,PAY CURR,2025-07-01
84455,LEGAL,LEG VERIF 1,2025-07-01
73556,TRACE,GONEAWAY,2025-07-01
53131,LEGAL,HOLD FO,2025-07-01
23982,PAYING,PAY CURR,2025-07-01
48880,TRACE,GONEAWAY,2025-07-01
82007,PAYING,PAY CURR,2025-07-01
14006,INSOLVENCY,INS1,2025-07-01
26168,COLLECTIONS,PRIME,2025-07-01
33783,LEGAL,LEG_TIT,2025-07-01
35401,OTHER,ARCHIVED,2025-07-01
26696,TRACE,GONEAWAY,2025-07-01
20307,OTHER,ARCHIVED,2025-07-01
80451,LEGAL,LEG_NOT,2025-07-01
85241,TRACE,GONEAWAY,2025-07-01
95997,TRACE,GONEAWAY,2025-07-01
94928,COLLECTIONS,PRIME_D,2025-07-01
29210,PAYING,PAY CURR,2025-07-01
58244,TRACE,GONEAWAY,2025-07-01
70180,SETTLED,SETTLED,2025-07-01
78633,OTHER,ARCHIVED,2025-07-01
86015,LEGAL,LEG VERIF 1,2025-07-01
91402,TRACE,GONEAWAY,2025-07-01
59399,COLLECTIONS,TELSOLUTIONS1,2025-07-01
31933,LEGAL,LEG_NOT,2025-07-01
45548,SETTLED,SETTLED,2025-07-01
27497,COLLECTIONS,CANCEL2,2025-07-01
86646,LEGAL,HOLD FO,2025-07-01
21399,LEGAL,LEG VERIF 1,2025-07-01
95599,OTHER,ARCHIVED,2025-07-01
37781,OTHER,ARCHIVED,2025-07-01
26514,SETTLED,SETTLED,2025-07-01
11352,INSOLVENCY,INS1,2025-07-01
44060,INSOLVENCY,INS1,2025-07-01
29623,PAYING,PAY PROP,2025-07-01
19413,COLLECTIONS,PAY OVER,2025-07-01
95232,COLLECTIONS,CANCEL2,2025-07-01
38621,TRACE,GONEAWAY,2025-07-01
92669,OTHER,ARCHIVED,2025-07-01
13416,COLLECTIONS,CASSIST2,2025-07-01
32283,INSOLVENCY,INSP,2025-07-01
88716,SETTLED,SETTLED,2025-07-01
84845,LEGAL,LEG_TIT,2025-07-01
47984,COLLECTIONS,TELSOLUTIONS4,2025-07-01
82269,LEGAL,HOLD FO,2025-07-01
60048,TRACE,GONEAWAY,2025-07-01
65773,COLLECTIONS,PRIME,2025-07-01
29600,OTHER,ARCHIVED,2025-07-01
80893,OTHER,ARCHIVED,2025-07-01
34083,INSOLVENCY,INS1,2025-07-01
51089,LEGAL,HOLD FO,2025-07-01
74104,COLLECTIONS,TELSOLUTIONS1,2025-07-01
35861,SETTLED,SETTLED,2025-07-01
69313,LEGAL,LEG_TIT,2025-07-01
72758,INSOLVENCY,INSP,2025-07-01
78987,PAYING,PAY PROP,2025-07-01
95948,COLLECTIONS,PRIME_D,2025-07-01
97132,SETTLED,SETTLED,2025-07-01
82735,TRACE,GONEAWAY,2025-07-01
87394,INSOLVENCY,INS4,2025-07-01
62377,INSOLVENCY,INS1,2025-07-01
66755,TRACE,GONEAWAY,2025-07-01
68436,INSOLVENCY,INS4,2025-07-01
45571,PAYING,PAY CURR,2025-07-01
91331,SETTLED,SETTLED,2025-07-01
85557,LEGAL,LEG_NOT,2025-07-01
12247,PAYING,PAY CURR,2025-07-01
29593,OTHER,ARCHIVED,2025-07-01
48354,INSOLVENCY,INS3,2025-07-01
30531,PAYING,PAY PROP,2025-07-01
58120,TRACE,GONEAWAY,2025-07-01
67687,PAYING,PAY PROP,2025-07-01
98909,PAYING,PAY CURR,2025-07-01
20457,INSOLVENCY,INS4,2025-07-01
91537,INSOLVENCY,INS3,2025-07-01
37924,LEGAL,HOLD FO,2025-07-01
39116,PAYING,PAY PROP,2025-07-01
90213,SETTLED,SETTLED,2025-07-01
40079,INSOLVENCY,INS3,2025-07-01
63223,PAYING,PAY PROP,2025-07-01
89178,OTHER,ARCHIVED,2025-07-01
60199,INSOLVENCY,INS1,2025-07-01
65156,SETTLED,SETTLED,2025-07-01
58473,PAYING,PAY CURR,2025-07-01
35919,LEGAL,HOLD FO,2025-07-01
19086,SETTLED,SETTLED,2025-07-01
51216,OTHER,ARCHIVED,2025-07-01
17320,PAYING,PAY PROP,2025-07-01
94606,COLLECTIONS,CANCEL2,2025-07-01
87459,LEGAL,LEG VERIF 1,2025-07-01
